,formattedAddress,servesBeer,servesWine,location.latitude,location.longitude,displayName.text,displayName.languageCode
30,"3 York Street, Russell 0202, New Zealand",True,True,-35.2629942,174.1227582,GREEN'S Russell - THAI Cuisine,en
31,"15 Commerce Street, Kaitaia 0410, New Zealand",,,-35.1158146,173.26537679999998,The Bottle O Kaitaia,en
32,"17 York Street, Russell 0202, New Zealand",True,,-35.2619618,174.1224901,Hell Hole,en
33,"15 State Highway 12, Opononi 0473, New Zealand",,,-35.5045777,173.3924399,South Hokianga War Memorial Hall,en
34,"5 Gillies Street, Kawakawa 0210, New Zealand",True,True,-35.3800439,174.0684267,Klondike Ale House,en
35,"5 Gillies Street, Kawakawa 0210, New Zealand",,,-35.3800625,174.06840509999998,Thirsty Liquor Klondike,en
36,"1099 Broadwood Road, Broadwood 0491, New Zealand",,,-35.259426399999995,173.3896773,GAS Broadwood,en
37,"2 Clendon Esplanade, Rawene 0473, New Zealand",,,-35.3925564,173.5053437,Rawene Food Mart,en
38,"1191 State Highway 1, Ōkaihau 0475, New Zealand",,,-35.319585599999996,173.7720459,Okaihau Liquor Store,en
39,"1A Thomas Street, Mangōnui 0442, New Zealand",True,True,-34.9910635,173.5363516,Jesse's on the Waterfront,en
40,"NZ, 88 Kerikeri Road, Kerikeri 0230, New Zealand",True,True,-35.2270775,173.94889419999998,Sharp Cafe,ko
41,"27-29 Hobson Avenue, Kerikeri 0230, New Zealand",True,True,-35.229378,173.9489217,CC's Cafe Cinema,en
42,"84 Gillies Street, Kawakawa 0210, New Zealand",,,-35.379924599999995,174.0660735,Hunter Star Hotel,en
43,"40 Whangaroa Road, Kaeo 0478, New Zealand",,,-35.079288399999996,173.76051329999999,Kaeo Rugby Club,en
44,"93 Kerikeri Road, Kerikeri 0230, New Zealand",True,True,-35.2265453,173.9499876,Kai Mata Restaurant,en
45,"Lindvart Street, Kaikohe 0474, New Zealand",,,-35.4125961,173.8032455,Lindvart Park,en
46,"274 Quarry Road, Awanui 0482, New Zealand",,,-35.0673214,173.28559629999998,Kaitaia Aero Club,en
47,"22 Church Road, Kaitaia 0410, New Zealand",,,-35.1143685,173.2693477,Kaitaia Rugby Club,en
48,"Remarie Kapa Drive, 71 Waipapa Road, Kerikeri 0295, New Zealand",,,-35.2125091,173.95327269999999,Kerikeri Squash Club,en
49,"1 Conifer Lane, Kerikeri 0294, New Zealand",,,-35.190595099999996,173.914338,Kainui Vineyard & Brewery,en
50,"105d Manukau Road, Pukekohe 2120, New Zealand",,,-37.2042638,174.9082855,Pik n Mix Lollies NZ,en
51,"84 Gillies Street, Kawakawa 0210, New Zealand",,,-35.379924599999995,174.0660735,Hunter Star Hotel,en
52,"84 Gillies Street, Kawakawa 0210, New Zealand",,,-35.379924599999995,174.0660735,Hunter Star Hotel,en
53,"43 Commerce Street, Kaitaia 0410, New Zealand",True,True,-35.1152483,173.26489429999998,Indian Spice Kaitaia Restaurant & Takeaway,en
54,"172 State Highway 10, Coopers Beach 0420, New Zealand",,,-34.9927141,173.5098021,Thirsty liquor coopers beach,en
55,"20, Leigh Street, Kaeo 0478, New Zealand",True,True,-35.1001106,173.7798727,Spice Grill Indian Cuisine,es
56,"19 The Strand, Russell 0202, New Zealand",True,True,-35.2624736,174.12176689999998,The Gables Osteria & Enoteca,en
57,"4/22 Taipa Point Road, Taipa 0420, New Zealand",True,True,-34.995533099999996,173.465913,Taipa Tavern,en
58,"4/22 Taipa Point Road, Taipa 0420, New Zealand",True,True,-34.995533099999996,173.465913,Taipa Tavern,en
59,"31 Otamarua Road, Russell 0272, New Zealand",,,-35.283272,174.181771,Paroa Bay Winery and Accommodation,en
60,"123 State Highway 12, Opononi 0455, New Zealand",,,-35.5166053,173.3897094,Opononi Bowling Club,en
61,"0281/25 Kingi Road, Moerewa 0281, New Zealand",,,-35.4002246,174.0025109,Otiria Rugby Club,en
62,"1108 Far North Road, Waipapakauri 0486, New Zealand",True,True,-35.0245399,173.22926329999999,Waipapakauri Hotel,en
63,"1108 Far North Road, Waipapakauri 0486, New Zealand",True,True,-35.0245399,173.22926329999999,Waipapakauri Hotel,en
64,"Otamarua Road, Russell, New Zealand",,,-35.2771951,174.1871157,Otamarua Road,en
65,"52 Kerikeri Road, Kerikeri 0230, New Zealand",,,-35.229666099999996,173.94623679999998,Liquorland Kerikeri,en
66,"42 Te Riha Roadway, Rotokakahi, Pawarenga 0496, New Zealand",,,-35.3369105,173.28948259999999,Te Kura ā-Iwi o Pawarenga,en
67,"2 Garden Court, Haruru 0204, New Zealand",True,True,-35.2808624,174.0560477,PhatHouse Brewing Co.,en
68,"2 Garden Court, Haruru 0204, New Zealand",True,True,-35.2808624,174.0560477,PhatHouse Brewing Co.,en
69,"8 Parnell Street, Rawene 0473, New Zealand",,,-35.3936785,173.50527940000003,Masonic Hotel,en
70,"Marsden Road, Paihia Jetty, Paihia 0252, New Zealand",,,-35.280558,174.09281819999998,Sail Sunkiss Yacht Charter Bay of Islands,en
71,"Orana Motor Inn 238 Commerce Street, Kaitaia 0410, New Zealand",True,True,-35.1095043,173.2594009,Orana Motor Inn & Restaurant,en
72,"46 Matauwhi Road, Russell 0202, New Zealand",True,True,-35.268264599999995,174.1256875,The Boat Club Bistro,en
73,"15 Church Street, Russell 0202, New Zealand",,,-35.2602741,174.1228605,Russell Bowling Club,en
74,"1 Chapel Street, Russell 0272, New Zealand",True,True,-35.2619401,174.1227001,"Diggers Restaurant, RSA-Russell",en
75,"111 Masters Access Road, Kaitaia 0441, New Zealand",,,-35.1762989,173.194213,Waitapu Estate Vineyard,en
76,"Shop 4/9 Cobham Road, Kerikeri 0230, New Zealand",True,True,-35.2284642,173.9498293,Turmeric Indian Restaurant,en
77,,,,,,,
78,"25 The Strand, Russell 0202, New Zealand",True,True,-35.2620988,174.1217092,Butterfish Restaurant And Cafe,en
79,"16 Kings Road, Paihia 0200, New Zealand",True,True,-35.2854054,174.0952721,The Hideout Restaurant & Bar,en
80,"14 Kings Road, Paihia 0200, New Zealand",True,True,-35.2852532,174.0954362,King's Road Bar And Pizza,en
81,"64 State Highway 1, Moerewa 0211, New Zealand",,,-35.387499999999996,174.01440000000002,Four Square Moerewa Blue Lagoon,en
82,"Hokianga Harbour 29 State Highway 12, Opononi 0473, New Zealand",,,-35.5057359,173.3906551,Four Square Opononi,en
83,"31 Bayview Road, Paihia 0200, New Zealand",,,-35.2825296,174.08869439999998,Sanctuary Palms,en
84,"165 Waimate North Road, Kerikeri 0293, New Zealand",True,True,-35.2502518,173.91194149999998,Sovrano restaurant and Winery kerikeri,en
85,"22 Taipa Point Road, Northland, Taipa 0420, New Zealand",,,-34.9941401,173.4675421,Taipa Beach Resort,en
86,"Te Akau Road, Te Ākau 3793, New Zealand",,,-37.6585475,174.9055195,Te Akau Rugby Football Club,en
87,"22 Church Road, Kaitaia 0410, New Zealand",,,-35.1143685,173.2693477,Kaitaia Rugby Club,en
88,"5 Bank Street, Kaitaia 0410, New Zealand",True,True,-35.1154523,173.2636324,Peekaboo Backyard Eatery,en
89,"308 Kerikeri Road, Kerikeri 0230, New Zealand",True,True,-35.2308333,173.9455556,The Black Olive,en
90,"29 Albert Street, Kawakawa 0210, New Zealand",,,-35.382486799999995,174.0660131,Kawakawa RSA Club,en
91,"Kawakawa 0243, New Zealand",,,-35.379091599999995,174.0705051,Kawakawa Bowling Club,en
92,"Baffin Street, Opua 0200, New Zealand",,,-35.3127479,174.1215972,Opua Cruising Club Inc,en
93,"408 Rangihouia Road Te Tii, Kerikeri 0294, New Zealand",,,-35.1506531,174.06905310000002,The Range NZ,en
94,"334 Hokianga Harbour Drive, Ōmāpere 0473, New Zealand",,,-35.5355262,173.387317,The Sands Hotel Hokianga,en
95,"Beach Road Waterfront Drive Dx Box: Ax 10032,Northland, Mangōnui 0420, New Zealand",,,-34.9893344,173.5366823,Four Square Mangōnui,en
96,"342 Puketona Road, Haruru 0204, New Zealand",True,True,-35.2800216,174.0522613,Twin Pines Manor,en
97,"1108 Far North Road, Waipapakauri 0486, New Zealand",True,True,-35.0245399,173.22926329999999,Waipapakauri Hotel,en
98,"1 Tau Henare Drive, Waitangi 0293, New Zealand",True,True,-35.268910399999996,174.0807184,Whare Waka Café,en
99,"Tau Henare Drive, Waitangi 0293, New Zealand",,,-35.2650517,174.0819233,Te Whare Runanga,en
100,"573 Whangaroa Road, Whangaroa 0478, New Zealand",,,-35.0496524,173.7438728,Whangaroa Sport Fishing Club,en
101,"4139 Far North Road, Pukenui 0484, New Zealand",,,-34.8148015,173.1178043,Four Square Houhora,en
102,"Williams Road, Paihia 0200, New Zealand",,,-35.2829231,174.090227,144 Islands,en
103,"73 Kerikeri Road, Kerikeri 0230, New Zealand",True,True,-35.2279416,173.9487967,Rocksalt Restaurant & Bar,en
104,"15 Homestead Road, Kerikeri 0230, New Zealand",,,-35.227193799999995,173.9467925,Homestead Sports Bar & Bistro,en
105,"76 Marsden Road, Paihia 0200, New Zealand",True,True,-35.2814216,174.0913085,"BAD HABITS ""R18 MINORS TO ACCOMPANY LEGAL GUARDIANS""",en
106,"2 Skippers Lane, Waipapa 0230, New Zealand",True,True,-35.206706,173.917249,The Pioneer Bar & Restaurant,en
107,"40 Marsden Road, Paihia 0200, New Zealand",True,True,-35.28362930000001,174.0938961,JFC,en
108,"111 North Road, Kaitaia 0482, New Zealand",,,-35.0992815,173.2590629,PAK'nSAVE Kaitāia,en
109,"1 Tau Henare Drive, Paihia 0200, New Zealand",,,-35.2699639,174.0811224,Copthorne Hotel and Resort Bay of Islands,en
110,"1 Tau Henare Drive, Paihia 0200, New Zealand",,,-35.2699639,174.0811224,Copthorne Hotel and Resort Bay of Islands,en
111,"50 Marsden Road, PAIHIA, Paihia 0200, New Zealand",True,True,-35.2831657,174.0933858,TIPSY OYSTER,en
112,"27-29 Hobson Avenue, Kerikeri 0230, New Zealand",True,True,-35.229378,173.9489217,CC's Cafe Cinema,en
113,"35 The Strand, Russell 0202, New Zealand",True,True,-35.261180599999996,174.1213833,Duke Of Marlborough Hotel,en
114,"35 The Strand, Russell 0202, New Zealand",True,True,-35.261180599999996,174.1213833,Duke Of Marlborough Hotel,en
115,"2181 West Coast Road, Panguru 0492, New Zealand",True,False,-35.3809426,173.3839073,Dunndeez Bar & Bistro,en
116,"2181 West Coast Road, Panguru 0492, New Zealand",True,False,-35.3809426,173.3839073,Dunndeez Bar & Bistro,en
117,"15 Waipapa Loop Road, Waipapa 0230, New Zealand",,,-35.206427999999995,173.9159762,STUDIO 15 BOUTIQUE HAIR STUDIO,en
118,"4139 Far North Road, Pukenui 0484, New Zealand",,,-34.8148015,173.1178043,Four Square Houhora,en
119,"10 Selwyn Road, Paihia 0200, New Zealand",True,True,-35.28193950000001,174.0905812,Paihia Sports Bar,en
120,"9 Puketona Road, Paihia 0204, New Zealand",,,-35.2790987,174.08115949999998,Woolworths Waitangi,en
121,"37 Station Road, East, Kaikohe 0405, New Zealand",,,-35.410379999999996,173.7981312,Woolworths Kaikohe,en
122,"8 Clendon Esplanade, Rawene 0473, New Zealand",True,True,-35.392933,173.505449,Boatshed Cafe,en
123,"Kauri Arms Tavern 195 Commerce Street, Kaitaia 0410, New Zealand",,,-35.1109654,173.26132859999998,Thirsty Liquor Drive-Thru Kaitaia,en
124,"96 Marsden Road, Paihia 0200, New Zealand",True,True,-35.280961399999995,174.0912059,GREEN'S Paihia - INDIAN Cuisine,en
125,"5/245 Ferry Road, At the Corner of Mathesons Road, Waltham, Christchurch 8011, New Zealand",True,True,-43.53992530000001,172.6581283,Delhi-6 Authentic Indian Restaurant and Takeaways.,en
126,"4 Cass Street, Russell 0202, New Zealand",,,-35.2616405,174.1219083,The Grazing Table,en
127,"1 Beechey Street, Opua 0200, New Zealand",,,-35.3123885,174.12136900000002,Opua General Store,en
128,"104 Okura Bay Road, Totara North 0479, New Zealand",,,-35.0409164,173.7295074,Totara North Wharf,en
129,"104 Okura Bay Road, Totara North 0479, New Zealand",,,-35.0409164,173.7295074,Totara North Wharf,en
130,"4036 Far North Road, Pukenui 0484, New Zealand",,,-34.82036,173.1257113,Houhora Big Game & Sports Fishing Club,en
131,"Far North Road, Houhora 0484, New Zealand",,,-34.7704623,173.08087210000002,Houhora Golf Club,en
132,"58 Seaview Road, Paihia 0200, New Zealand",,,-35.2874058,174.09576249999998,Scenic Hotel Bay of Islands,en
133,"58 Seaview Road, Paihia 0200, New Zealand",,,-35.2874058,174.09576249999998,Scenic Hotel Bay of Islands,en
134,"112 Waterfront Road, Mangōnui 0420, New Zealand",,,-34.9898872,173.5367279,Mangonui Hotel,en
135,"112 Waterfront Road, Mangōnui 0420, New Zealand",,,-34.9898872,173.5367279,Mangonui Hotel,en
136,"9 Marino Place, Kaikohe 0405, New Zealand",,,-35.408470099999995,173.8003048,The Shed Liquor,en
137,"75 Commerce Street, Kaitaia 0441, New Zealand",True,True,-35.1145616,173.2644201,Mussel Rock Cafe Bar,en
138,"83 Kerikeri Road, Village Mall, Kerikeri 0230, New Zealand",True,True,-35.2272704,173.9496476,Cafe Jerusalem,en
139,"40 Whangaroa Road, Kaeo 0478, New Zealand",,,-35.079288399999996,173.76051329999999,Kaeo Rugby Club,en
140,"Waipapa Road, Kerikeri 0230, New Zealand",,,-35.212164,173.95335409999998,Kerikeri Sports Complex,en
141,"22 Beach Road, Kohukohu 0492, New Zealand",,,-35.3598214,173.5446657,Kohukohu Bowling Club,en
142,"18 Silver Egg Road, Mill Bay, Mangōnui 0442, New Zealand",,,-34.9863451,173.5274895,Mangonui Cruising club,en
143,"118a Waterfront Drive, Mangōnui 0420, New Zealand",True,True,-34.9896245,173.5366652,MANGONUI WINE & WHISKEY BAR,en
144,"4 Takahe Road, Kaitaia 0481, New Zealand",True,True,-35.171037399999996,173.1534189,Ahipara Liquor Store,en
145,"2 Te Tapui Road, Matauri Bay 0182, New Zealand",True,True,-35.044177999999995,173.9013369,Matauri Cafe and Bar,en
146,"2 Te Tapui Road, Matauri Bay 0182, New Zealand",True,True,-35.044177999999995,173.9013369,Matauri Cafe and Bar,en
147,"17 Reed Street, Moerewa 0211, New Zealand",,,-35.3882477,174.0190557,Moerewa Rugby Club,en
148,"19 York Street, Russell 0202, New Zealand",True,True,-35.2614212,174.12251279999998,Nauti Penguin,en
149,"1 Beechey Street, Opua 0200, New Zealand",,,-35.312270999999996,174.121413,Cool Change Charters,en
150,"6083 State Highway 12, Ōhaeawai 0472, New Zealand",,,-35.3519672,173.8817025,Ohaeawai Hotel,en
151,"6083 State Highway 12, Ōhaeawai 0472, New Zealand",,,-35.3519672,173.8817025,Ohaeawai Hotel,en
152,"20 Settlers Way, Ōkaihau 0447, New Zealand",,,-35.3221653,173.76820429999998,Okaihau Bowling Club,en
153,"660 Waiare Road, Ōkaihau 0475, New Zealand",,,-35.283131,173.8302464,Okaihau Golf Club,en
154,"19 State Highway 12, Opononi 0473, New Zealand",,,-35.5047407,173.39200789999998,Opononi Hotel Limited,en
155,"3272 State Highway 12, Taheke 0473, New Zealand",,,-35.4594483,173.6530591,Taheke United Community Centre,en
156,"Paihia Wharf, Marsden Road, Paihia 0200, New Zealand",,,-35.280961999999995,174.09225700000002,Carino Wildlife Cruises,en
157,"60 Tapeka Road, Russell 0242, New Zealand",,,-35.2524978,174.11698859999998,Eagles Nest,en
158,"215 Kerikeri Road, Kerikeri 0230, New Zealand",True,True,-35.2183886,173.9629411,Plough & Feather,en
159,"83 Kerikeri Road, Kerikeri 0230, New Zealand",True,True,-35.2272175,173.94958029999998,Curry King Thai and Indian Restaurant,en
160,"42 Broadway, Kaikohe 0405, New Zealand",,,-35.405214,173.8037038,Liquorland Kaikohe,en
161,"13 Leigh Street, Kaeo 0478, New Zealand",,,-35.1006077,173.780585,Four Square Kāeo,en
162,"147 Commerce Street, Kaitaia 0410, New Zealand",,,-35.1119456,173.2628149,Super Liquor Kaitaia,en
163,"Paihia Wharf, Marsden Road, Paihia 0200, New Zealand",True,True,-35.280780799999995,174.0928394,Darryl's Dinner Cruise,en
164,"55 Kerikeri Road, Kerikeri 0230, New Zealand",True,True,-35.2284857,173.9481897,The Grill #21,en
165,"568 A, State Highway 10, Taipa 0420, New Zealand",,,-34.9963889,173.4661111,TAIPA FOODMARKET,en
166,"RD 1, 2/2958 State Highway 10, Mangonui, Paewhenua Island 0494, New Zealand",,,-35.0000001,173.5467975,Dancing Petrel Vineyard,en
167,"6066 State Highway 12, Ōhaeawai 0472, New Zealand",,,-35.353885999999996,173.88015289999998,Ohaeawai Rugby Club,en
168,"334 Hokianga Harbour Drive, Ōmāpere 0473, New Zealand",,,-35.5355262,173.387317,The Sands Hotel Hokianga,en
169,"130 Marsden Road, Bay Of Islands, Paihia 0200, New Zealand",,,-35.2790466,174.0869119,Paihia Beach Resort & Spa,en
170,"59 Hall Road, Kerikeri 0230, New Zealand",,,-35.2372545,173.9501559,Arvida Te Puna Waiora | The Source of Wellbeing,en
171,"76 Marsden Road, Paihia 0200, New Zealand",True,True,-35.281164499999996,174.0914925,Terra Restaurant,en
172,"582 Kerikeri Road, Kerikeri 0293, New Zealand",True,True,-35.2522876,173.93300910000002,The Rusty Tractor Café & Trading Store,en
173,"609 Rangihoua Road, Te Tii 0294, New Zealand",,,-35.166855399999996,174.07275339999998,The Landing NZ,en
174,"609 Rangihoua Road, Te Tii 0294, New Zealand",,,-35.166855399999996,174.07275339999998,The Landing NZ,en
175,"609 Rangihoua Road, Te Tii 0294, New Zealand",,,-35.166855399999996,174.07275339999998,The Landing NZ,en
176,"7227 State Highway 12, Hokianga, Waimamaku 0473, New Zealand",True,True,-35.556112299999995,173.4763993,Waimamaku Bar & Grill,en
177,"1372 Kohukohu Road, Kohukohu 0491, New Zealand",,,-35.3583764,173.54581969999998,Hokianga Harbour Hotel,en
178,"1372 Kohukohu Road, Kohukohu 0491, New Zealand",,,-35.3583764,173.54581969999998,Hokianga Harbour Hotel,en
179,"124-126 Broadway, Kaikohe 0405, New Zealand",True,True,-35.4075157,173.7999008,The Bank Bar,en
180,"9/11 York Street, Russell 0202, New Zealand",,,-35.262665,174.12263299999998,Four Square Russell,en
181,"45 Goodwin Road, Waimamaku 0446, New Zealand",,,-35.5603572,173.481238,Waimamaku Combined Bowling Club,en
182,"221 Houhora Heads Road, Pukenui 0484, New Zealand",True,True,-34.8234199,173.1472689,Lucid Cafe,en
183,"Waitangi 0293, New Zealand",,,-35.2608442,174.0761995,Waitangi Golf Club,en
184,"1108 Far North Road, Waipapakauri 0486, New Zealand",True,True,-35.0245399,173.22926329999999,Waipapakauri Hotel,en
185,"1108 Far North Road, Waipapakauri 0486, New Zealand",True,True,-35.0245399,173.22926329999999,Waipapakauri Hotel,en
186,"R.D., 1/520 Okahu Road, Kaitaia 0481, New Zealand",,,-35.1418684,173.2468965,Okahu Estate Vineyard & Winery,en
187,"80 Waterfront Road, Mangōnui 0420, New Zealand",True,True,-34.991331699999996,173.5361882,The Thai,en
188,"69 Marsden Road, Bay of Islands, Paihia 0200, New Zealand",,,-35.2807812,174.09296849999998,The Rock Adventure Cruise,en
189,"7233 State Highway 12, Waimamaku 0473, New Zealand",,,-35.5559906,173.47587080000002,Four Square Waimamaku,en
190,"144 Marsden Road, Paihia 0200, New Zealand",True,True,-35.2784039,174.08511489999998,Breeze Cafe & Grill,en
191,"69 Marsden Road, Paihia 0200, New Zealand",True,True,-35.2805876,174.0929272,Charlotte's Kitchen,en
192,"6 Skippers Lane, Waipapa 0230, New Zealand",,,-35.2068619,173.9176022,Liquorland Waipapa,en
193,"99 Kerikeri Road, Kerikeri 0230, New Zealand",,,-35.2267827,173.951548,New World Kerikeri,en
194,"Corner Collard St &, 50 State Highway 1, Awanui 0486, New Zealand",,,-35.0776533,173.2569577,Awanui Hotel & Motel,en
195,"East Street, Taipa 0483, New Zealand",,,-34.9972868,173.4630029,Eastern United Rugby Football Club,en
196,"69 Marsden Road, Paihia 0200, New Zealand",,,-35.281379799999996,174.0926561,Cruise to the Hole in the Rock,en
197,"Opua 0200, New Zealand",,,-35.312153599999995,174.1210614,Opua Ferry Terminal,en
198,"12 Matthews Avenue, Kaitaia 0481, New Zealand",,,-35.113096399999996,173.2657468,Far North RSA Bowling Club,en
199,"12 Matthews Avenue, Kaitaia 0481, New Zealand",,,-35.113096399999996,173.2657468,Far North RSA Bowling Club,en
200,"3 Homestead Road, Kerikeri 0230, New Zealand",True,True,-35.228078499999995,173.94752939999998,Feast Kerikeri,en
201,"13 Williams Road, Paihia 0200, New Zealand",True,True,-35.281551199999996,174.0912209,King Wah Chinese Restaurant 京华酒家,en
202,"2 Cobham Road, Kerikeri 0230, New Zealand",,,-35.2276482,173.94893399999998,Ferment Kerikeri - Wine Merchant - Shop - Bar,en
203,"2 Cobham Road, Kerikeri 0230, New Zealand",,,-35.2276482,173.94893399999998,Ferment Kerikeri - Wine Merchant - Shop - Bar,en
204,"10 York Street, Russell 0202, New Zealand",True,True,-35.2624249,174.1221085,Hone's Garden,en
205,"1749 Matauri Bay Road, Matauri Bay 0478, New Zealand",,,-35.0283879,173.9142826,Matauri Bay General Store,en
206,"41 Williams Road, Paihia 0200, New Zealand",,,-35.282482699999996,174.0905424,Four Square Paihia,en
207,"25 Whangape Road, Herekino 0481, New Zealand",True,True,-35.26796720000001,173.2103118,Herekino Tavern,en
208,"104 Marsden Road, Paihia 0247, New Zealand",,,-35.2806725,174.090258,Kingsgate Hotel Autolodge Paihia,en
209,"3920 Far North Road, Kaitaia 0484, New Zealand",,,-34.8308896,173.1303749,Houhora Bowling Club,en
210,"9 Williams Road, Paihia 0200, New Zealand",True,True,-35.2815514,174.0915375,Jimmy Jack's Rib Shack,en
211,"15C York Street, Russell 0202, New Zealand",,,-35.262266,174.122526,Thirsty Liquor Russell,en
212,"195 Commerce Street, Kaitaia 0500, New Zealand",True,True,-35.1108696,173.2612772,Kauri Arms Tavern,en
213,"84 Gillies Street, Kawakawa 0210, New Zealand",,,-35.379924599999995,174.0660735,Hunter Star Hotel,en
214,"84 Gillies Street, Kawakawa 0210, New Zealand",,,-35.3797606,174.0658906,Kiwi Liquor Kawakawa,en
215,"20 Settlers Way, Ōkaihau 0447, New Zealand",,,-35.3221653,173.76820429999998,Okaihau Bowling Club,en
216,"49 Ngawha Springs Road, Kaikohe 0472, New Zealand",,,-35.394108599999996,173.8433246,Kaikohe Golf and Squash Club Inc,en
217,"Takahe Road, Ahipara 0481, New Zealand",,,-35.1580418,173.1600886,Kaitaia Golf Club,en
218,"Kaitaia 0410, New Zealand",,,-35.115493199999996,173.2662133,Kaitaia Tennis & Squash Rackets Club Inc,en
219,"1 Opito Bay Road, Rd 1, Kerikeri 0294, New Zealand",,,-35.1922887,174.0341766,Kerikeri Cruising Club & Marina,en
220,"402 Waipapa Road, Waipapa 0230, New Zealand",,,-35.2045233,173.9194107,Baysport Waipapa,en
221,"1 Conifer Lane, Kerikeri 0294, New Zealand",,,-35.190595099999996,173.914338,Kainui Vineyard & Brewery,en
222,"150 Broadway, Kaikohe 0405, New Zealand",,,-35.4084164,173.7981367,Left Bank,en
223,"71 Gillies Street, Kawakawa 0210, New Zealand",,,-35.3802361,174.065675,Four Square Kawakawa,en
224,"56 Wiroa Road, Kerikeri 0293, New Zealand",,,-35.2554709,173.9264888,Marsden Estate Winery & Restaurant,en
225,"56 Wiroa Road, Kerikeri 0293, New Zealand",,,-35.2554709,173.9264888,Marsden Estate Winery & Restaurant,en
226,"71a Cottle Hill Drive, Kerikeri 0293, New Zealand",,,-35.2636394,173.94582939999998,Cottle Hill Creek,en
227,"342 Kerikeri Road, Kerikeri 0230, New Zealand",True,True,-35.2334907,173.9433884,Madly Indian,en
228,"19 York Street, Russell 0202, New Zealand",True,True,-35.2614212,174.12251279999998,Nauti Penguin,en
229,"22 Reef View Road, Ahipara 0410, New Zealand",,,-35.1754144,173.13934179999998,Ahipara Bay Motel,en
230,"212 Aucks Road, Russell 0272, New Zealand",,,-35.2947882,174.12146919999998,Omata Estate Vineyard & Kitchen,en
