,formattedAddress,servesBeer,servesWine,location.latitude,location.longitude,displayName.text,displayName.languageCode
2286,"166 Richmond Road, Grey Lynn, Auckland 1021, New Zealand",True,True,-36.8551226,174.738658,Epolito's Pizzeria,en
2287,"210 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand",True,True,-36.8532465,174.7451202,The Whiskey Bar,en
2288,"35 Arrenway Drive, Albany, Auckland 0632, New Zealand",,,-36.743924299999996,174.7224405,Game Over Auckland,en
2289,"Shop 16, St Kevin's Arcade, 183 Karangahape Road, Poynton Terrace, Auckland Central, Auckland 1010, New Zealand",True,True,-36.857698,174.76013300000002,Gemmayze Street,en
2290,"652 Great South Road, Manukau City Centre, Auckland 2104, New Zealand",,,-36.9868125,174.8837738,Woolworths Manukau,en
2291,"Level 3, Westfield Newmarket 277 Broadway, Newmarket, Auckland 1023, New Zealand",,,-36.8706648,174.7757553,Woolworths Newmarket,en
2292,"50 Birkenhead Avenue, Birkenhead, Auckland 0626, New Zealand",,,-36.810451,174.7252911,50 Birkenhead Avenue,
2293,"35 Cook Street, Howick, Auckland 2014, New Zealand",,,-36.895984999999996,174.932674,Woolworths Howick,en
2294,"13 Point Chevalier Road, Point Chevalier, Auckland 1022, New Zealand",,,-36.8696816,174.7103825,Woolworths Point Chevalier,en
2295,"19-25 Victoria Street West, Auckland Central, Auckland 1010, New Zealand",,,-36.848683799999996,174.7646849,Woolworths Metro Auckland Victoria Street West,en
2296,"65 Greville Road, Pinehill, Auckland 0632, New Zealand",,,-36.7317161,174.72094719999998,Woolworths Greville Road,en
2297,"Cnr Whangaparaoa & Wade Street, Whangaparaoa Road, Stanmore Bay, Auckland 0943, New Zealand",,,-36.6363067,174.7463378,Woolworths Whangaparaoa,en
2298,"13/19 Belgium Street, Ostend, Waiheke Island 1081, New Zealand",,,-36.795975,175.046025,Woolworths Waiheke,en
2299,"1 Kelmarna Avenue, Herne Bay, Auckland 1011, New Zealand",,,-36.846508199999995,174.7334651,Woolworths Metro Herne Bay,en
2300,"4 Williamson Avenue, Grey Lynn, Auckland 1021, New Zealand",,,-36.8585472,174.7487792,Woolworths Ponsonby,en
2301,"532 Mount Albert Road, Three Kings, Auckland 1042, New Zealand",,,-36.9082308,174.7555049,Woolworths Three Kings,en
2302,"2 Periko Way, Takanini, Auckland 2112, New Zealand",,,-37.0357091,174.9079231,Woolworths Waiata Shores,en
2303,"271 Richmond Road, Grey Lynn, Auckland 1022, New Zealand",,,-36.8542078,174.7317187,Woolworths Grey Lynn,en
2304,"50 Birkenhead Avenue, Birkenhead, Auckland 0626, New Zealand",,,-36.810451,174.7252911,50 Birkenhead Avenue,
2305,"10 Barrys Point Road, Takapuna, Auckland 0622, New Zealand",,,-36.7913867,174.7654249,Woolworths Takapuna,en
2306,"570 Hillsborough Road, Mount Roskill, Auckland 1041, New Zealand",,,-36.925339699999995,174.7230615,Countdown Pharmacy Lynfield,en
2307,"Cnr Church St &, Selwyn Street, Onehunga, Auckland 1061, New Zealand",,,-36.922608499999996,174.7833772,Woolworths Onehunga,en
2308,"Cnr George Bolt Memorial, John Goulter Drive, Auckland Airport, Auckland 2022, New Zealand",,,-36.9975198,174.78883399999998,Woolworths Auckland Airport,en
2309,"76 Quay Street, Auckland Central, Auckland 1010, New Zealand",,,-36.8452832,174.77294799999999,Woolworths Auckland City,en
2310,"Moana Avenue, Orewa, Auckland 0931, New Zealand",,,-36.5884273,174.69542239999998,Woolworths,en
2311,"2 Averill Street, Papakura, Auckland 2110, New Zealand",,,-37.0640114,174.94456309999998,Woolworths Papakura,en
2312,"12 Madden Street, Auckland Central, Auckland 1010, New Zealand",,,-36.8423945,174.7564869,Generator @ GridAKL,en
2313,"28 Customs Street East, Auckland Central, Auckland 1010, New Zealand",,,-36.8449303,174.76839999999999,Generator,en
2314,"86 Hurstmere Road, Takapuna, Auckland 0622, New Zealand",,,-36.786738799999995,174.7726899,Sam's Mediterranean Eatery,en
2315,"31 Northcote Road, Hillcrest, Auckland 0627, New Zealand",True,True,-36.7907017,174.74915959999998,Mr India Restaurant Northcote,en
2316,"S123 Level/1/309 Broadway, Newmarket, Auckland 1141, New Zealand",,True,-36.872175299999995,174.77678910000003,L'Americano Espresso Bar,en
2317,"252 Oteha Valley Road, Albany, Auckland 0632, New Zealand",True,False,-36.720247799999996,174.710266,Daruma Sushi-Go-Round Albany,en
2318,"331/335 West Coast Road, Glen Eden, Auckland 0602, New Zealand",,,-36.908082,174.64542699999998,Glen Eden United Sports Club,en
2319,"444 Glenfield Road, Glenfield, Auckland 0629, New Zealand",,,-36.7806834,174.7213772,Liquorland Glenfield,en
2320,"100 Carlton Gore Road, Newmarket, Auckland 1023, New Zealand",True,True,-36.8650175,174.7760252,108 Tastes,en
2321,"243 Rosedale Road, Rosedale, Auckland 0632, New Zealand",True,True,-36.7411483,174.7105574,Taenung Korean BBQ,en
2322,"42 Paramount Drive, Henderson, Auckland 0610, New Zealand",True,False,-36.8552371,174.6313233,Golden Castle 황금성,ko
2323,"583 Dominion Road, Mount Eden, Auckland 1041, New Zealand",True,True,-36.8885341,174.7465399,Golden Garden Restaurant 金碧园海鲜烧腊,en
2324,"360 Albany Highway, Albany, Auckland 0632, New Zealand",,,-36.7416765,174.6905584,Kristin School,en
2325,"272 Glenmore Road, Coatesville 0793, New Zealand",,,-36.7342096,174.6513833,d:STIL Project,en
2326,"124 Main Highway, Ellerslie, Auckland 1051, New Zealand",True,True,-36.8978106,174.8095625,Union Post,en
2327,"85/87 Customs Street West, Auckland Central, Auckland 1010, New Zealand",True,True,-36.8433943,174.7634941,"The Fox, A London Pub",en
2328,"85/87 Customs Street West, Auckland Central, Auckland 1010, New Zealand",True,True,-36.8433943,174.7634941,"The Fox, A London Pub",en
2329,"Gossamer Drive, Pakuranga Heights, Auckland 2010, New Zealand",,,-36.9145569,174.8890308,Gossamer Drive,en
2330,"36 Reihana Street, Orakei, Auckland 1071, New Zealand",,,-36.8536536,174.8188411,Grammar TEC Rugby Club,en
2331,"36 Reihana Street, Orakei, Auckland 1071, New Zealand",,,-36.8536536,174.8188411,Grammar TEC Rugby Club,en
2332,"23 Maskell Street, St Heliers, Auckland 1071, New Zealand",True,True,-36.8592612,174.861327,The Banque,en
2333,"46 Galway Street, Onehunga, Auckland 1061, New Zealand",,,-36.9253223,174.7876489,Ripe Merlot,en
2334,"665 Whangaparaoa Road, Stanmore Bay, Whangaparāoa 0930, New Zealand",True,True,-36.635157899999996,174.7414996,The Crows Nest Sports Bar,en
2335,"1299 Laurie Southwick Parade, Gulf Harbour, Whangaparāoa 0930, New Zealand",,,-36.623433999999996,174.78502559999998,Gulf Harbour Yacht Club Inc,en
2336,"51 William Pickering Drive, Rosedale, Auckland 0632, New Zealand",,,-36.742791,174.6972975,Thirsty Liquor Rosedale,en
2337,"164A Great South Road, Epsom, Auckland 1051, New Zealand",True,,-36.8824555,174.7850421,Sri Mahkota,en
2338,"166c Harris Road, East Tāmaki, Auckland 2013, New Zealand",,,-36.9273531,174.89738029999998,H Mart Liquor shop,ko
2339,"138 Royal Road, Massey, Auckland 0614, New Zealand",True,True,-36.8328634,174.6230708,Kangnaru (Traditional Korean Cuisine),en
2340,"1130 Great North Road, Point Chevalier, Auckland 1022, New Zealand",True,True,-36.8695655,174.7128894,Harlequin Bar & Restaurant,en
2341,"1 Hobson Street, Auckland Central, Auckland 1010, New Zealand",,,-36.8449668,174.7626953,The Chancellor on Hobson,en
2342,"1a/125 Meadowland Drive, Howick, Auckland 2014, New Zealand",,,-36.912659,174.9284188,Liquor Centre Meadowlands,en
2343,"236 Orakei Road, Remuera, Auckland 1050, New Zealand",True,True,-36.8622867,174.8085008,Beach Club Oyster & Kitchen,en
2344,"5/308 Te Irirangi Drive, Flat Bush, Auckland 2013, New Zealand",True,True,-36.961793,174.9019942,Indian Accent Botany,en
2345,"71 Mayoral Drive, Cnr Vincent Street, Auckland Central, Auckland 1010, New Zealand",,,-36.8528273,174.7606587,Grand Millennium Auckland,en
2346,"2 Kohuhu Lane, Westgate, Auckland 0814, New Zealand",True,True,-36.8186834,174.6103674,Golden Viet,en
2347,"64 Mokoia Road, Birkenhead, Auckland 0626, New Zealand",False,False,-36.8121203,174.724045,China Hong Kong Cuisine Restaurant,en
2348,"Tenancy 69/1-7 Fred Taylor Drive, Westgate, Auckland 0814, New Zealand",,,-36.8181843,174.61105709999998,The Coffee Club NorthWest,en
2349,"85 Tamaki Drive, Mission Bay, Auckland 1071, New Zealand",True,True,-36.8483963,174.83226009999998,Mission Bay Cafe,en
2350,"59 High Street, Auckland Central, Auckland 1010, New Zealand",,,-36.8487738,174.76613569999998,Havana House,en
2351,"80 Onehunga Mall, Onehunga, Auckland 1061, New Zealand",,,-36.9278657,174.78584809999998,The Factory Theatre,en
2352,"227-235 Henderson Valley Road, Henderson, Auckland 0612, New Zealand",,,-36.896960899999996,174.6137747,227-235 Henderson Valley Road,
2353,"49 Sharp Road, Matakana 0982, New Zealand",,,-36.3767077,174.70679619999999,"Heron's Flight Vineyard, Winery & Tasting Room",en
2354,"6 Station Road, Ōtāhuhu, Auckland 1062, New Zealand",False,False,-36.9424128,174.8415546,Lima Bintang Malaysia Cuisine,zh
2355,"588 Chapel Road, East Tāmaki, Auckland 2016, New Zealand",,,-36.9339258,174.91151159999998,New World Botany,en
2356,"Hobsonville, Auckland 0616, New Zealand",,,-36.788661399999995,174.67193229999998,Hobsonville Yacht Club,en
2357,"460A New North Road, Kingsland, Auckland 1021, New Zealand",True,True,-36.872276299999996,174.74461359999998,Taiko Kingsland,en
2358,"115 Saint Georges Bay Road, Parnell, Auckland 1052, New Zealand",True,True,-36.8512145,174.7826178,Simon and Lee,en
2359,"3/151 Ocean View Road, Oneroa, Waiheke Island 1081, New Zealand",True,True,-36.7825568,175.009962,Aperitivo Balcony Bar & Kitchen,en
2360,"4/2 Fencible Drive, Howick, Auckland 2145, New Zealand",,,-36.8945848,174.93044139999998,Monterey Cinemas,en
2361,"107 Botany Road, Botany Downs, Auckland 2010, New Zealand",,,-36.909439,174.9157131,107 Botany Road,
2362,"Paparoa Road, Cockle Bay, Auckland 2014, New Zealand",,,-36.9036617,174.9377117,Howick Hornets Rugby League Football Club,en
2363,"41 Meadowland Drive, Somerville, Auckland 2014, New Zealand",,,-36.911288299999995,174.93580129999998,Howick Squash Club,en
2364,"588 Chapel Road, East Tāmaki, Auckland 2016, New Zealand",,,-36.9340195,174.9142879,Hoyts Cinemas - Botany Downs,en
2365,"85 Tamaki Drive, Mission Bay, Auckland 1071, New Zealand",,,-36.8484087,174.8323092,Berkeley Mission Bay,en
2366,"319 State Highway 16, Huapai 0810, New Zealand",True,True,-36.7727554,174.54680259999998,Huapai Tavern,en
2367,"2330 Hunua Road, Hunua 2583, New Zealand",,,-37.082448,175.072573,Hunua Mini Supermarket,en
2368,"28 Saint Heliers Bay Road, St Heliers, Auckland 1071, New Zealand",,,-36.8508931,174.8578124,Four Square St Heliers,en
2369,"80 Clyde Road, Browns Bay, Auckland 0630, New Zealand",True,True,-36.7139342,174.7481903,Yaruki Japanese Restaurant,en
2370,"Level 4M/309 Broadway, Newmarket, Auckland 1023, New Zealand",True,True,-36.8717749,174.7767143,IPPUDO Newmarket 一風堂,en
2371,"141 Kitchener Road, Milford, Auckland 0620, New Zealand",,,-36.772298299999996,174.7648051,New World Milford,en
2372,"15-31 Wellesley Street West, Auckland Central, Auckland 1010, New Zealand",,,-36.8504468,174.7635445,Elliott Hotel,en
2373,"29 Aviemore Drive, Highland Park, Auckland 2010, New Zealand",True,True,-36.9026059,174.90478299999998,Golden Fortune Chinese Restaurant,en
2374,"C2/210 Dairy Flat Highway, Albany, Auckland 0632, New Zealand",,,-36.725853,174.6970256,Liquor Centre Albany Central,en
2375,"7/1 Prictor Street, Papakura, Auckland 2110, New Zealand",True,True,-37.062004,174.9475555,The Chef Of India,en
2376,"9 Richmond Road, Grey Lynn, Auckland 1011, New Zealand",True,True,-36.8565238,174.74612349999998,INCA Ponsonby,en
2377,"510 Mount Eden Road, Mount Eden, Auckland 1024, New Zealand",True,True,-36.8839474,174.76152689999998,Indian Lounge Mt Eden,en
2378,"St Heliers Beach, Water Front 3/429 Tamaki Drive, St Heliers, Auckland 1071, New Zealand",True,True,-36.8501997,174.8585719,Curry Village Indian Restaurant and Takeways Since 2006,en
2379,"210/218 Victoria Street West, Auckland Central, Auckland 1010, New Zealand",True,True,-36.8482853,174.7535909,I Village at Victoria,en
2380,"621 Laurie Southwick Parade, Gulf Harbour, Auckland 0930, New Zealand",True,True,-36.620957499999996,174.7857928,Ripples Cafe on the Marina,en
2381,"1 Whitford Wharf Road, Whitford 2571, New Zealand",True,True,-36.9453137,174.96405539999998,The Stables Whitford,en
2382,"24 Spring Street, Freemans Bay, Auckland 1011, New Zealand",True,True,-36.8489899,174.7498593,Queenies Caffé & Vino,en
2383,"322 Karangahape Road, Auckland Central, Auckland 1010, New Zealand",False,False,-36.857937199999995,174.757554,Java,en
2384,"219 Don McKinnon Drive, Albany, Auckland 0632, New Zealand",,,-36.728143599999996,174.710513,New World,en
2385,"3A/372 Rosedale Road, Albany, Auckland 0632, New Zealand",True,True,-36.7429037,174.696509,Tokyo Japanese Restaurant & Sake Bar,en
2386,"61 Hayr Road, Three Kings, Auckland 1042, New Zealand",,,-36.9139389,174.7543623,Three Kings Liquor,en
2387,"412 Great North Road, Henderson, Auckland 0612, New Zealand",True,,-36.8787905,174.6310847,Chigop 치곱,en
2388,"2 Eden Terrace, Onetangi, Auckland 1081, New Zealand",,,-36.7927531,175.0797906,Four Square Onetangi,en
2389,"42 Patiki Road, Avondale, Auckland 1026, New Zealand",True,True,-36.8706854,174.6660258,Patiki cafe and bar,en
2390,"31 Northcote Road, Hillcrest, Auckland 0627, New Zealand",True,True,-36.7908028,174.7491131,The Backyard Bar & Restaurant,en
2391,"2/252 Great South Road, Papatoetoe, Auckland 2025, New Zealand",,,-36.9709642,174.8625453,Thirsty Liquor,en
2392,"2/28 Bairds Road, Ōtara, Auckland 2025, New Zealand",,,-36.9576,174.85498629999998,Thirsty Liquor,en
2393,"88 Plunket Avenue, Manukau City Centre, Auckland 2104, New Zealand",False,False,-36.9951577,174.866446,Amble + Birch,en
2394,"10/175 Parkway, Millwater, Silverdale 0932, New Zealand",True,True,-36.6043789,174.6786552,millies cafe,zh
2395,,,,,,,
2396,"Flatbush, 14C/123 Ormiston Road, Manukau, Auckland 2016, New Zealand",,,-36.9642661,174.9028571,Wine plus Spirits,en
2397,"3 Arawa Street, Grafton, Auckland 1023, New Zealand",True,True,-36.8645194,174.7659473,Super K Karaoke,en
2398,"1 Jellicoe Street, North Wharf, Auckland 1010, New Zealand",True,True,-36.8410264,174.7582386,Good George North Wharf,en
2399,"3076 Great North Road, New Lynn, Auckland 0600, New Zealand",True,True,-36.9083111,174.6825547,Lai Thai Bistro,en
2400,"38 Jervois Road, Ponsonby, Auckland 1011, New Zealand",True,True,-36.8466002,174.74265319999998,Gganbu Korean Restaurant,en
2401,"574 Manukau Road, Epsom, Auckland 1023, New Zealand",,,-36.899571,174.7733297,Club 574,en
2402,"168 Rodney Street, Wellsford 0900, New Zealand",,,-36.2940684,174.5240397,Jt's Bar & Grill,en
2403,"Catherine Street, Henderson, Auckland 0612, New Zealand",,,-36.8805205,174.63224789999998,Wok Wok Westcity,en
2404,"7/59 Pitt Street, Newton, Auckland 1010, New Zealand",True,True,-36.856902,174.7587364,No. 7,en
2405,"18 Tamaki Drive, Orakei, Auckland 1071, New Zealand",,,-36.8453996,174.8168952,OKAHU,en
2406,"13 Aviemore Drive, Highland Park, Manukau 2010, New Zealand",,,-36.900588899999995,174.9050445,Super Liquor Highland Park,en
2407,"161 Victoria Road, Devonport, Auckland 0624, New Zealand",True,True,-36.8261064,174.7963848,Devonport Taupo Indian Cuisine Restaurant & Bar,en
2408,"610 Remuera Road, Remuera, Auckland 1050, New Zealand",True,True,-36.8801772,174.8119371,Shahi Indian Inspired,en
2409,"2/154 Harbour Village Drive, Gulf Harbour, Auckland 0930, New Zealand",True,True,-36.6151256,174.7913522,Mainsail Bar & Bistro,en
2410,"2 Alfred Street, Onehunga, Auckland 1061, New Zealand",,,-36.9311485,174.79414799999998,Trident Rail,en
2411,"10/26 Jellicoe Street, Auckland 1010, New Zealand",True,True,-36.841200199999996,174.75748969999998,16 Tun,en
2412,"10/26 Jellicoe Street, Auckland 1010, New Zealand",True,True,-36.841200199999996,174.75748969999998,16 Tun,en
2413,"236 Orakei Road, Remuera, Auckland 1050, New Zealand",True,True,-36.8622867,174.8085008,Beach Club Oyster & Kitchen,en
2414,"5 Pah Road, Epsom, Auckland 1023, New Zealand",True,True,-36.89977,174.7728572,Teppan Dining Bowz,en
2415,"1 Patumahoe Road, Patumahoe 2679, New Zealand",True,True,-37.187847,174.8282018,The Village Bar Patumahoe,en
2416,"13/15/280 Mahurangi East Road, Snells Beach 0920, New Zealand",,,-36.4195774,174.7237194,Super Liquor Snells Beach,en
2417,"70 Jervois Road, Ponsonby, Auckland 1011, New Zealand",True,True,-36.846167699999995,174.7418873,Jervois Steak House,en
2418,"Andrew McKee Avenue, Auckland Airport, Auckland 2022, New Zealand",,,-37.006937799999996,174.78967219999998,Jetstar Airways Pty Ltd,en
2419,"Andrew McKee Avenue, Auckland Airport, Auckland 2022, New Zealand",,,-37.006937799999996,174.78967219999998,Jetstar Airways Pty Ltd,en
2420,"Andrew McKee Avenue, Auckland Airport, Auckland 2022, New Zealand",,,-37.006937799999996,174.78967219999998,Jetstar Airways Pty Ltd,en
2421,"Andrew McKee Avenue, Auckland Airport, Auckland 2022, New Zealand",,,-37.006937799999996,174.78967219999998,Jetstar Airways Pty Ltd,en
2422,"Andrew McKee Avenue, Auckland Airport, Auckland 2022, New Zealand",,,-37.006937799999996,174.78967219999998,Jetstar Airways Pty Ltd,en
2423,"Andrew McKee Avenue, Auckland Airport, Auckland 2022, New Zealand",,,-37.006937799999996,174.78967219999998,Jetstar Airways Pty Ltd,en
2424,"Andrew McKee Avenue, Auckland Airport, Auckland 2022, New Zealand",,,-37.006937799999996,174.78967219999998,Jetstar Airways Pty Ltd,en
2425,"Andrew McKee Avenue, Auckland Airport, Auckland 2022, New Zealand",,,-37.006937799999996,174.78967219999998,Jetstar Airways Pty Ltd,en
2426,"Andrew McKee Avenue, Auckland Airport, Auckland 2022, New Zealand",,,-37.006937799999996,174.78967219999998,Jetstar Airways Pty Ltd,en
2427,"Andrew McKee Avenue, Auckland Airport, Auckland 2022, New Zealand",,,-37.006937799999996,174.78967219999998,Jetstar Airways Pty Ltd,en
2428,"Shop S257/Amersham Way, Manukau City Centre, Auckland 2104, New Zealand",False,False,-36.991135799999995,174.8803364,The Coffee Club Manukau City,en
2429,"8 Robert Ross Place, Clendon Park, Auckland 2103, New Zealand",,,-37.031714,174.86795070000002,The bottle-O Clendon,en
2430,"228 Orakei Road, Remuera, Auckland 1071, New Zealand",,,-36.8632168,174.80969940000003,Orakei Bay Village,en
2431,"17 Mokoia Road, Birkenhead, Auckland 0626, New Zealand",True,True,-36.8119448,174.7253498,Burrito House,en
2432,"57 Mount Eden Road, Grafton, Auckland 1023, New Zealand",True,True,-36.866966399999995,174.7615988,Joshi Indian Restaurant Mt Eden,en
2433,"49A Sharp Road Matakana, Warkworth 0982, New Zealand",True,True,-36.376338499999996,174.7043282,Plume Restaurant,en
2434,"49A Sharp Road Matakana, Warkworth 0982, New Zealand",True,True,-36.376338499999996,174.7043282,Plume Restaurant,en
2435,"Wairau Road, Wairau Valley, Auckland 0627, New Zealand",,,-36.7734885,174.7418606,Santé Wines NZ,en
2436,"30 Tamaki Drive, Mission Bay, Auckland 1071, New Zealand",,,-36.844147299999996,174.8242851,Five Knots,en
2437,"4/190 Fisher Parade, Farm Cove, Auckland 2012, New Zealand",True,True,-36.8958426,174.8869824,Golden Olive Restaurant & Pizzeria,en
2438,"581 Manukau Road, Epsom, Auckland 1023, New Zealand",True,True,-36.9000537,174.7730891,The Emerald Epsom,en
2439,"15 Station Road, Manurewa, Auckland 2102, New Zealand",False,,-37.021422,174.8953976,Golden Dragon Restaurant & Takeaways,en
2440,"110C Mount Eden Road, Mount Eden, Auckland 1024, New Zealand",,,-36.8714217,174.7620082,The Bottle O Mt Eden(TBO MOUNT EDEN),en
2441,"2A/3062 Great North Road, New Lynn, Auckland 0600, New Zealand",False,False,-36.9078777,174.68325529999998,Bunga Raya Restaurant,en
2442,"1-7 The Strand, Takapuna, Auckland 0622, New Zealand",True,True,-36.7890002,174.77332189999998,"Seven Hills Cafe, Restaurant and Bar",en
2443,"70D Grand Drive, Auckland 0931, New Zealand",False,False,-36.5886597,174.67935530000003,Grand Takeaways,en
2444,"6 Kitchener Street, Auckland Central, Auckland 1010, New Zealand",,,-36.8503323,174.7662334,PotXPress Hotpot Buffet 小锅快线,en
2445,"8B Target Road, Totara Vale, Auckland 0629, New Zealand",,,-36.761539,174.724764,Thirsty Liquor Target Road,en
2446,"Shop 12 Red Beach Shopping Centre, Red Beach 0932, New Zealand",,,-36.606749,174.6983913,Super Liquor,en
2447,"174 Queens Road, Panmure, Auckland 1072, New Zealand",,,-36.900804199999996,174.8569327,Panmure Wines & Spirits,en
2448,"754 Manukau Road, Royal Oak, Auckland 1023, New Zealand",True,True,-36.9108784,174.7760183,Kairali,en
2449,"250B Main Road, Kumeū 0810, New Zealand",True,True,-36.772949,174.550109,Curry Leaf Indian Restaurant,en
2450,"158 Jervois Road, Herne Bay, Auckland 1011, New Zealand",True,True,-36.8454237,174.7374508,Janken,en
2451,"4/1056 Beach Road, Torbay, Auckland 0630, New Zealand",True,True,-36.6951889,174.7507147,TROY,en
2452,"29 Wood Street, Papakura, Auckland 2110, New Zealand",,,-37.0630569,174.9385375,Papakura Bowling Club,en
2453,"8 Hinau Road, Karaka, Auckland 2113, New Zealand",,,-37.0745289,174.92682810000002,DoubleTree by Hilton Auckland Karaka,en
2454,"38-44 Waiwera Road, RODNEY, Waiwera 0950, New Zealand",True,True,-36.5447181,174.7073317,Sugarloaf Beach Bar,en
2455,"38-44 Waiwera Road, RODNEY, Waiwera 0950, New Zealand",True,True,-36.5447181,174.7073317,Sugarloaf Beach Bar,en
2456,"24-28 Hutchinson Avenue, New Lynn, Auckland 0600, New Zealand",True,True,-36.915531099999995,174.6808624,Raag @ The Old Brick Kitchen,en
2457,"228 Orakei Road, Remuera, Auckland 1050, New Zealand",,,-36.86334,174.80963409999998,Great Little Vineyards,en
2458,"15 Gooch Place, Somerville, Manukau 2014, New Zealand",True,,-36.912023,174.928532,Ken Yakitori Bar,en
2459,"55 Anzac Avenue, Auckland Central, Auckland 1010, New Zealand",True,True,-36.8469106,174.7718529,Ken Yakitori Bar Anzac,en
2460,"22 New North Road, Eden Terrace, Auckland 1021, New Zealand",,,-36.8658581,174.75980350000003,Four Square Eden Terrace,en
2461,"144 Cryers Road, East Tāmaki, Auckland 2013, New Zealand",,,-36.9299429,174.89566209999998,Celebration Box,en
2462,"254 Great South Road, Takanini, Manukau 2112, New Zealand",,,-37.0506535,174.9297107,The Wild Rose - Florist & Gift Store,en
2463,"254 Great South Road, Takanini, Manukau 2112, New Zealand",,,-37.0506535,174.9297107,The Wild Rose - Florist & Gift Store,en
2464,"163 Queens Road, Panmure, Auckland 1072, New Zealand",True,True,-36.900952,174.85648139999998,The Corner Bar and Eatery,en
2465,"2 Anzac Street, Takapuna, Auckland 0622, New Zealand",True,True,-36.7860565,174.77274269999998,Karam Eatery & Bar,en
2466,"61 Davis Crescent, Newmarket, Auckland 1023, New Zealand",True,True,-36.866867299999996,174.7774035,Khao San Eatery & Bar,en
2467,"87-C Picton Street, Howick, Auckland 2014, New Zealand",True,True,-36.894481299999995,174.9320864,Benjarong Thai Restaurant,en
2468,"149/G Kirkbride Road, Māngere, Auckland 2022, New Zealand",,,-36.970622399999996,174.7854405,Thirsty Liquor Airport Oaks,en
2469,"87 Kitchener Road, Milford, Auckland 0620, New Zealand",True,True,-36.7730629,174.7671062,Tokki,en
2470,"E10/119 Meadowland Drive, Somerville, Auckland 2014, New Zealand",True,,-36.912090899999995,174.9293457,King‘s Barbecue Restaurant,en
2471,"86 Lunn Avenue, Mount Wellington, Auckland 1072, New Zealand",,,-36.8910863,174.8327324,Kings Plant Barn Stonefields,en
2472,"16-18 Greenhithe Road, Greenhithe, Auckland 0632, New Zealand",,,-36.774664,174.670853,Kings Liquor,en
2473,"6/160 Hobsonville Point Road, (Enter from, De Havilland Road, Hobsonville, Auckland 0616, New Zealand",True,True,-36.792555199999995,174.66055169999998,Indian Summer,en
2474,"International Terminal 1st Floor/139 Ray Emery Drive, Auckland Airport, Auckland 2022, New Zealand",True,True,-37.0061707,174.78292380000002,Sushi Bar Hayama,en
2475,"277 Broadway, Newmarket, Auckland 1023, New Zealand",,,-36.8722768,174.7765897,The Coffee Club Westfield Newmarket,en
2476,"1/25 Corban Avenue, Albany, Auckland 0632, New Zealand",,,-36.723592,174.7045749,Merchants Liquor Albany Heights,en
2477,"275 Onehunga Mall, Onehunga, Auckland 1061, New Zealand",True,True,-36.9201698,174.78511039999998,Gratitude Restro Bar,en
2478,"Hector Sanderson Road, Claris, Great Barrier Island / Aotea 0961, New Zealand",True,True,-36.242500299999996,175.46182249999998,My Fat Puku,en
2479,"23/19 Link Drive, Wairau Valley, Auckland 0627, New Zealand",,,-36.7637042,174.7376761,Delicious Link,en
2480,"13 O'Connell Street, Auckland Central, Auckland 1010, New Zealand",True,True,-36.847204999999995,174.7671002,Le Chef,en
2481,"114 Gossamer Drive, Pakuranga Heights, Auckland 2010, New Zealand",,,-36.9169051,174.88743510000003,Koru Tennis Club,en
2482,"Marina Office, D Pier, Orakei Marina, 8 Tamaki Drive, Orakei, Auckland 1075, New Zealand",,,-36.8496215,174.8099471,Orakei Marine,en
2483,"Unit L/200 Mount Wellington Highway, Mount Wellington, Auckland 1060, New Zealand",,,-36.9085464,174.8396081,Liquorland Mt Wellington,en
2484,"470 Beach Road, Murrays Bay, Auckland 0630, New Zealand",True,True,-36.7327458,174.752343,The Cinnamon Club Indian Fusion Cuisine,en
2485,"465 Mount Eden Road, Mount Eden, Auckland 1024, New Zealand",True,True,-36.8842216,174.7607682,Altar,en
2486,"48 Fort Street, Auckland city, Auckland 1010, New Zealand",False,False,-36.8461114,174.7689833,King Made Noodles 金味德牛肉拉面,en
2487,"132 Kitchener Road, Milford, Auckland 0620, New Zealand",False,False,-36.7732038,174.7666432,Dear Friends Cafe,en
2488,"1/5 Jack Conway Avenue, Manukau City Centre, Auckland 2104, New Zealand",True,True,-36.9878748,174.8769126,The Bar,en
2489,"52 Atkinson Avenue, Ōtāhuhu, Auckland 1062, New Zealand",,,-36.942429,174.8444939,Super Liquor,en
2490,"5/133 Central Park Drive, Henderson, Lincoln 0610, New Zealand",,,-36.8537513,174.6385206,Action Indoor Sports Waitakere,en
2491,"31C Link Drive, Wairau Valley, Auckland 0627, New Zealand",True,True,-36.7627673,174.7375334,Narita Restaurant,en
2492,"99 Parnell Road, Parnell, Auckland 1052, New Zealand",True,True,-36.8530832,174.7788132,La La Cafe,en
2493,"3 Moore Street, Howick, Auckland 2014, New Zealand",True,True,-36.8950342,174.93253969999998,La Padella Restaurant,en
2494,"48 Foster Avenue, Huia, Auckland 0604, New Zealand",,,-37.004366,174.5774387,The Huia Fishing Club,en
2495,"2 Heather Street, Parnell, Auckland 1052, New Zealand",True,True,-36.853258,174.77860199999998,Sal's Authentic NY Pizza - Parnell,en
2496,"332 Hibiscus Coast Highway, Auckland 0931, New Zealand",True,True,-36.5867234,174.6961586,Wishing Well of India,en
